34
34.4
34.5
34.5
34.7
34.6
34.5
34.7
33.6
34.7
34.8
35.4
35.3
35
35.2
34.7
34.9
35
34.8
34.5
34.5
34.6
35
34.6
33.4
30.2
34.1
34
34.7
32.2
35.1
33.8
35.2
35.1
35.2
35.1
34.7
34.8
34.9
35
35.1
35.1
35.2
35.1
35.2
34.4
34.6
34.7
34.8
35.1
